License Number,Street Number,Street Name,City,State,Zip Code,Square Footage
621526,3484,BROADWAY                    ,NEW YORK          ,NY,10031,1800
11014,,W A HARRIMAN CAMPUS BLDG 8   ,ALBANY            ,NY,12227,600
715301,3440,BROADWAY STORE 5        ,NEW YORK          ,NY,10031,1800
720834,1795,AMSTERDAM AVE               ,NEW YORK          ,NY,10031,0
728077,652,10TH AVENUE                  ,NEW YORK          ,NY,10036,1500
718230,1580,PARK AVE  KITCHEN 3   ,NEW YORK          ,NY,10029,0
623270,1458,2ND AVE                     ,NEW YORK          ,NY,10075,3600
10905,2585,WESTERN AVE         ,GUILDERLAND       ,NY,12084,1000
718331,94,ELIZABETH ST                  ,NEW YORK          ,NY,10013,0
714742,1926,KINGS HWY               ,BROOKLYN          ,NY,11229,2000
717899,103,E 2ND ST               ,NEW YORK          ,NY,10009,2000
621434,109,1ST AVE                      ,NEW YORK          ,NY,10003,1200
713924,316,MCGUINNESS BLVD              ,BROOKLYN          ,NY,11222,800
713212,1501,AVE U STORE #2              ,BROOKLYN          ,NY,11229,600
715838,619,LENOX AVE                    ,NEW YORK          ,NY,10037,2000
710518,842,CANADAY HILL RD              ,BERNE             ,NY,12023,300
712291,4004,14TH AVENUE                 ,BROOKLYN          ,NY,11218,1200
621439,147,MOTT ST                      ,NEW YORK          ,NY,10013,1800
10848,3664,RT 85                       ,WESTERLO          ,NY,12193,1500
712561,258,MARCUS GARVEY BLVD           ,BROOKLYN          ,NY,11221,500
725353,3542,BROADWAY                    ,NEW YORK          ,NY,10031,1500
724713,534,W 207TH STREET               ,NEW YORK          ,NY,10034,1500
721080,203,SPRING STREET                ,NEW YORK          ,NY,10012,550
718902,112,NAGLE AVENUE                 ,NEW YORK          ,NY,10040,0
621080,341,3RD AVE              ,NEW YORK          ,NY,10010,6000
724967,74,NAGLE AVENUE                  ,NEW YORK          ,NY,10040,0
718364,958,ST NICHOLAS AVE              ,NEW YORK          ,NY,10032,2400
727332,555,AMSTERDAM AVE                ,NEW YORK          ,NY,10024,1400
722227,250,W 54TH STREET                ,NEW YORK          ,NY,10019,0
714337,3620,13TH AVE                    ,BROOKLYN          ,NY,11218,1500
722537,162,1ST AVENUE                   ,NEW YORK          ,NY,10009,0
727527,595,ACADEMY ST                   ,NEW YORK          ,NY,10034,1800
712554,,NYS CAPITOL WASHINGTON AVE ,ALBANY            ,NY,12223,800
729584,1590,PARK AVENUE HOT BREAD KITCHE,NEW YORK          ,NY,10029,0
713179,2042,86TH ST                     ,BROOKLYN          ,NY,11214,1000
714400,1975,UTICA AVE                   ,BROOKLYN          ,NY,11234,9000
729564,1580,PARK AVE                ,NEW YORK          ,NY,10029,0
727592,500,W 157TH ST                   ,NEW YORK          ,NY,10032,2000
712181,1978,86TH ST                     ,BROOKLYN          ,NY,11214,1500
715722,219,W 145TH ST                   ,NEW YORK          ,NY,10039,350
671137,3302,CHURCH AVE                  ,BROOKLYN          ,NY,11203,0
672117,44,WILLOUGHBY ST                 ,BROOKLYN          ,NY,11201,700
716624,1211,MADISON AVE                 ,NEW YORK          ,NY,10128,6000
713761,624,5TH AVE                      ,BROOKLYN          ,NY,11215,1200
728108,71,LEXINGTON AVE                 ,NEW YORK          ,NY,10010,0
717751,13B,MARKET ST                ,NEW YORK          ,NY,10002,2800
728748,264,SHERMAN AVENUE               ,NEW YORK          ,NY,10033,0
723975,3620,BROADWAY                    ,NEW YORK          ,NY,10031,0
725366,153,EAST 99TH STREET             ,NEW YORK          ,NY,10029,2000
717468,4099,BROADWAY                    ,NEW YORK          ,NY,10032,3000
670726,1267,50TH ST                 ,BROOKLYN          ,NY,11219,1200
671288,99,MORGAN AVE                    ,BROOKLYN          ,NY,11237,500
727466,592,FT WASHINGTON AVE            ,NEW YORK          ,NY,10033,200
727649,200,BROADWAY                     ,NEW YORK          ,NY,10038,0
670639,218,MYRTLE AVE               ,BROOKLYN          ,NY,11201,0
715604,9,W 110TH ST                     ,NEW YORK          ,NY,10026,1500
719269,51,ASTOR PLACE                   ,NEW YORK          ,NY,10003,0
729217,579,MAIN STREET                  ,NEW YORK          ,NY,10044,0
723892,191,AVENUE A                     ,NEW YORK          ,NY,10009,0
713534,1690,FLATBUSH AVE                ,BROOKLYN          ,NY,11210,1000
727380,1400,5TH AVENUE                  ,NEW YORK          ,NY,10026,2000
720993,791,8TH AVE                      ,NEW YORK          ,NY,10019,0
712813,141,COURT ST                     ,BROOKLYN          ,NY,11201,1800
725963,769,9TH AVE                      ,NEW YORK          ,NY,10019,0
670936,4901,5TH AVE                     ,BROOKLYN          ,NY,11220,2000
715907,523,GRAND ST                     ,NEW YORK          ,NY,10002,1500
671213,2307,AVENUE U                    ,BROOKLYN          ,NY,11229,2500
713003,376,UNION AVE                    ,BROOKLYN          ,NY,11211,700
714914,7414,3RD AVE                     ,BROOKLYN          ,NY,11209,20000
725704,2371,2ND AVENUE                  ,NEW YORK          ,NY,10035,0
725091,202,E 29TH STREET                ,NEW YORK          ,NY,10016,8000
727438,244,10TH AVE                     ,NEW YORK          ,NY,10001,1000
722286,2913,8TH AVE                     ,NEW YORK          ,NY,10039,300
721340,2034,THIRD AVE             ,NEW YORK          ,NY,10029,0
670950,975,MANHATTAN AVE                ,BROOKLYN          ,NY,11222,1600
718884,449,W 206TH ST                   ,NEW YORK          ,NY,10034,2500
727095,2529,FREDERICK DOUGLASS BLVD     ,NEW YORK          ,NY,10030,2400
726818,24E,23RD ST                      ,NEW YORK          ,NY,10010,0
627354,200,CANAL ST                     ,NEW YORK          ,NY,10013,10000
725521,3900,BROADWAY                    ,NEW YORK          ,NY,10032,3500
621658,49,ELIZABETH ST                  ,NEW YORK          ,NY,10013,8000
723835,179,CHURCH STREET                ,NEW YORK          ,NY,10007,800
723367,1862,3RD AVE                     ,NEW YORK          ,NY,10029,1800
627346,120,"ESSEX ST 26, 27            ",NEW YORK          ,NY,10002,500
723824,1665,LEXINGTON AVE               ,NEW YORK          ,NY,10029,0
713986,868,UTICA AVE                    ,BROOKLYN          ,NY,11203,2000
724915,375,HUDSON ST                    ,NEW YORK          ,NY,10014,0
727940,916,RTE 244                      ,ALFRED STATION    ,NY,14803,0
20083,4836,STATE ROUTE 19 S            ,BELMONT           ,NY,14813,8000
714666,2,METRO TECH CENTER              ,BROOKLYN          ,NY,11201,50
714672,196,HOYT ST                      ,BROOKLYN          ,NY,11217,2000
20071,10201,COUNTY RD 15               ,FILLMORE          ,NY,14735,300
725045,635,W 207TH STREET               ,NEW YORK          ,NY,10034,1000
718846,238,EAST 116TH ST                ,NEW YORK          ,NY,10029,0
20041,5920,RT 417W PO BOX 36           ,ALLENTOWN         ,NY,14707,2400
718970,207,HENRY ST                     ,NEW YORK          ,NY,10002,0
20090,5240,RT 305                      ,CUBA              ,NY,14727,9000
729258,17,W 125TH ST                    ,NEW YORK          ,NY,10027,0
728122,2653,FREDERICK DOUGLASS BLVD     ,NEW YORK          ,NY,10030,1200
671676,3118,FULTON ST                   ,BROOKLYN          ,NY,11208,10000
718947,53,2ND AVENUE                    ,NEW YORK          ,NY,10003,1600
20066,820,NY RT 244                    ,ALFRED STATION    ,NY,14803,1400
712841,2913,TILDEN AVE                  ,BROOKLYN          ,NY,11226,0
20085,455,MAIN ST                      ,BOLIVAR           ,NY,14715,10000
671065,957,FLATBUSH AVE                 ,BROOKLYN          ,NY,11226,1800
25267,5255,RT 19               ,BELMONT           ,NY,14813,4000
714233,8016,NEW UTRECHT AVE             ,BROOKLYN          ,NY,11214,1000
715794,234,EAST 116TH ST          ,NEW YORK          ,NY,10029,600
729155,1463,AMSTERDAM AVE               ,NEW YORK          ,NY,10027,0
25249,10926,RT 19                      ,HUME              ,NY,14745,800
715427,1649,AMSTERDAM AVE               ,NEW YORK          ,NY,10031,1800
729559,285,SAINT NICHOLAS AVE           ,NEW YORK          ,NY,10027,0
25188,4359,COUNTY RTE 10       ,SCIO              ,NY,14880,2400
725281,3505,BROADWAY                    ,NEW YORK          ,NY,10031,2000
727809,2177,3RD AVENUE                  ,NEW YORK          ,NY,10035,0
714428,579,NOSTRAND AVE                 ,BROOKLYN          ,NY,11216,800
20133,,CASTLE GARDEN ROADWAY            ,FRIENDSHIP        ,NY,14739,2800
623764,179,MOTT ST                      ,NEW YORK          ,NY,10012,2500
20063,51,MAIN ST                   ,ANDOVER           ,NY,14806,8000
722404,501,COLUMBUS AVE                 ,NEW YORK          ,NY,10024,2200
25088,900,RT 244                       ,ALFRED STATION    ,NY,14803,1000
718369,1273,ST NICHOLAS AVE             ,NEW YORK          ,NY,10033,2000
25123,8730,RT 243                      ,RUSHFORD          ,NY,14777,2640
712420,5814,4TH AVE                     ,BROOKLYN          ,NY,11220,2000
671004,5110,FT HAMILTON PKWY            ,BROOKLYN          ,NY,11219,3500
710458,41,MAIN ST                 ,ANDOVER           ,NY,14806,1100
20115,7981,RT 19                       ,BELFAST           ,NY,14711,9250
709433,10560,RT 19                  ,FILLMORE          ,NY,14735,5400
725446,1299,2ND AVE                     ,NEW YORK          ,NY,10065,200
712557,8403,COUNTY RD 15                ,ANGELICA          ,NY,14709,100
716661,494,AUDUBON AVENUE               ,NEW YORK          ,NY,10040,1800
726296,1871,LEXINGTON AVE               ,NEW YORK          ,NY,10035,100
704989,599,RT 244                   ,ALFRED STATION    ,NY,14803,0
712331,1202,BAY RIDGE AVE               ,BROOKLYN          ,NY,11219,100
722573,18,BLEECKER STREET               ,NEW YORK          ,NY,10012,0
20124,2377,CTY RD 22                   ,ANDOVER           ,NY,14806,1500
726118,701A,SAINT NICHOLAS AVE          ,NEW YORK          ,NY,10031,0
728171,111,1ST AVENUE                   ,NEW YORK          ,NY,10003,700
724584,437,MANHATTAN AVE                ,NEW YORK          ,NY,10026,800
716964,132,E 125TH ST                   ,NEW YORK          ,NY,10035,0
724244,72,CLINTON ST                    ,NEW YORK          ,NY,10002,500
20123,7142,STATE RT 21         ,ALMOND            ,NY,14804,1000
713008,433,HALSEY ST                    ,BROOKLYN          ,NY,11233,1800
727993,316,E 59TH STREET                ,NEW YORK          ,NY,10022,300
723947,648,OLD 17 RD                    ,WINDSOR           ,NY,13865,2000
714880,142,UTICA AVE                    ,BROOKLYN          ,NY,11213,800
715626,25,CATHERNE ST                   ,NEW YORK          ,NY,10038,1500
716686,531,9TH AVE                      ,NEW YORK          ,NY,10018,2000
723900,1899,RT 12 & PORT RD             ,BINGHAMTON        ,NY,13901,2200
718307,219,ELDRIDGE ST                  ,NEW YORK          ,NY,10002,2600
671699,3,SOMERS ST                      ,BROOKLYN          ,NY,11233,800
717556,1,PENN PLAZASUITE 0034       ,NEW YORK          ,NY,10119,0
727451,424,COLUMBUS AVENUE              ,NEW YORK          ,NY,10024,0
670649,2323,65TH ST                     ,BROOKLYN          ,NY,11204,1000
727710,2116,3RD AVE                     ,NEW YORK          ,NY,10029,0
728367,63,STATE ROUTE 369               ,BINGHAMTON        ,NY,13904,700
715422,113,AVENUE D                     ,NEW YORK          ,NY,10009,2000
728191,155,8TH AVENUE 1ST FLOOR         ,NEW YORK          ,NY,10011,3000
723755,185,GREENWICH ST STE LL 1207     ,NEW YORK          ,NY,10007,0
729146,120,ESSEX STREET  #36B           ,NEW YORK          ,NY,10002,110
714407,2436,STILLWELL AVE               ,BROOKLYN          ,NY,11223,2000
713467,5405,6TH AVE                     ,BROOKLYN          ,NY,11220,1000
671391,1702,86TH ST               ,BROOKLYN          ,NY,11214,1000
720299,2129,3RD AVE                     ,NEW YORK          ,NY,10035,500
725344,2618,STATE HWY 12                ,CHENANGO FORKS    ,NY,13746,1500
718728,201,W 14TH ST                    ,NEW YORK          ,NY,10011,0
718744,1878,LEXINTON AVENUE             ,NEW YORK          ,NY,10035,0
729261,70,PINE ST                       ,NEW YORK          ,NY,10005,0
720659,2818,NY RT 11                    ,WHITNEY POINT     ,NY,13862,1200
725044,126,NAGLE AVENUE                 ,NEW YORK          ,NY,10040,0
712363,630,FLUSHING AVE UNIT 5-Q        ,BROOKLYN          ,NY,11206,350
621084,790,GREENWICH ST         ,NEW YORK          ,NY,10014,10000
728445,2445,FREDERICK DOUGLAS BLVD      ,NEW YORK          ,NY,10027,0
671580,5612,CHURCH AVE                  ,BROOKLYN          ,NY,11203,4000
623241,150,MOTT ST                      ,NEW YORK          ,NY,10013,0
723255,615,W 173RD STREET               ,NEW YORK          ,NY,10032,750
727706,121,MADISON AVENUE               ,NEW YORK          ,NY,10016,0
714855,3329,FULTON ST                   ,BROOKLYN          ,NY,11208,2400
726092,198,W 134TH ST                   ,NEW YORK          ,NY,10030,1500
727757,3518,NYS ROUTE 79                ,HARPURSVILLE      ,NY,13787,4000
724913,625,MADISON AVE              ,NEW YORK          ,NY,10022,800
720531,781,ST RT 7                      ,PORT CRANE        ,NY,13833,0
725077,184,7TH AVE                  ,NEW YORK          ,NY,10011,900
715766,4520,BROADWAY                    ,NEW YORK          ,NY,10040,0
721679,1331,1ST AVE                 ,NEW YORK          ,NY,10021,0
621499,162,MOTT ST                      ,NEW YORK          ,NY,10013,1100
727922,966,1ST AVENUE                   ,NEW YORK          ,NY,10022,300
712098,378,MOTHER GASTON BLVD           ,BROOKLYN          ,NY,11212,1000
722661,2650,NYS ROUTE 26                ,MAINE             ,NY,13802,2400
712018,1752,MCDONALD AVE            ,BROOKLYN          ,NY,11230,0
728357,1422,2ND AVE                     ,NEW YORK          ,NY,10021,2000
671592,414,8TH ST                       ,BROOKLYN          ,NY,11215,400
713769,413,5TH AVE                      ,BROOKLYN          ,NY,11215,2000
717259,432,2ND AVE                ,NEW YORK          ,NY,10010,0
728332,214,AVENUE A                     ,NEW YORK          ,NY,10009,0
726117,224,NAGLE AVE                    ,NEW YORK          ,NY,10034,500
622043,1208,2ND AVE               ,NEW YORK          ,NY,10065,3000
714705,442,BLEECKER AVE                 ,BROOKLYN          ,NY,11237,800
725920,2320,AMSTERDAM AVE               ,NEW YORK          ,NY,10033,0
722971,927,BROADWAY                     ,NEW YORK          ,NY,10010,1800
30283,,RT 17 OAKDALE MALL EXIT 70N      ,JOHNSON CITY      ,NY,13790,700
724889,10,E 53RD ST                 ,NEW YORK          ,NY,10022,100
728750,2363,ADAM CLAYTON POWELL JR. BLVD,NEW YORK          ,NY,10030,750
35721,3231,BRIDGE ST                   ,VESTAL            ,NY,13850,2100
718147,218,EAST 81ST ST           ,NEW YORK          ,NY,10028,0
30292,,KATTELVILLE RD                   ,CHENANGO BRIDGE   ,NY,13745,0
671638,150,MYRTLE AVE                   ,BROOKLYN          ,NY,11201,10000
727220,67,MACOMBS PLACE                 ,NEW YORK          ,NY,10039,0
621607,240,SULLIVAN ST                  ,NEW YORK          ,NY,10012,1000
712421,239,9TH ST                       ,BROOKLYN          ,NY,11215,1200
712106,1910,86TH STREET                 ,BROOKLYN          ,NY,11214,1000
726308,565,5TH AVENUE                   ,NEW YORK          ,NY,10017,200
724287,77,AVENUE D                      ,NEW YORK          ,NY,10009,0
718791,4879,BROADWAY                    ,NEW YORK          ,NY,10034,0
713808,101,MOORE ST                     ,BROOKLYN          ,NY,11206,2000
715456,2546,ADAM CLAYTON POWELL JR BLVD ,NEW YORK          ,NY,10039,600
621534,1574,1ST AVE           ,NEW YORK          ,NY,10028,800
715833,29,JOHN ST                       ,NEW YORK          ,NY,10038,800
714954,5819,AVE T                       ,BROOKLYN          ,NY,11234,1000
727869,56,EAST BROADWAY NUM A           ,NEW YORK          ,NY,10002,0
718131,135,E 28TH STREET                ,NEW YORK          ,NY,10016,0
724455,5,WEST 63RD ST LOBBY             ,NEW YORK          ,NY,10023,800
712922,3014,MERMAID AVE                 ,BROOKLYN          ,NY,11224,2000
717729,69A,E BROADWAY                   ,NEW YORK          ,NY,10002,200
714801,3509,QUENTIN RD            ,BROOKLYN          ,NY,11234,800
671759,7404,3RD AVE                     ,BROOKLYN          ,NY,11209,1500
721641,1932,3RD AVENUE                  ,NEW YORK          ,NY,10029,0
35411,5,MILE PT PLAZA                  ,KIRKWOOD          ,NY,13795,15000
720361,1348,AMSTERDAM AVENUE        ,NEW YORK          ,NY,10027,1000
